"Name","City","State","Enrollment","Private","Region","Adm_Rate","ACT_median","ACT_Q1","ACT_Q3","Cost","Net_Tuition","Avg_Fac_Salary","PercentFemale","PercentWhite","PercentBlack","PercentHispanic","PercentAsian","FourYearComp_Males","FourYearComp_Females","Debt_median","Salary10yr_median"
"Colorado State University-Fort Collins","Fort Collins","CO",24210,"Public","Rocky Mountains",0.8387,26,23,23,26861,15368,90351,0.5496754868,0.870299987792968,0.0258999991416931,0.111099996566772,0.0246000003814697,0.568393782383,0.609320557491,15000,47100
"Colorado State University-Global Campus","Aurora","CO",7671,"Public","Rocky Mountains",NA,NA,NA,NA,NA,10400,48123,0.6171623074,NA,NA,NA,NA,0.557404326123,0.514563106796,14451,NA
"Colorado State University-Pueblo","Pueblo","CO",3630,"Public","Rocky Mountains",0.952,21,18,18,20870,5757,61983,0.5299771167,0.803799972534179,0.039300000667572,0.255699996948242,0.0162999999523162,0.309294871795,0.364525139665,12500,37500
"Colorado Technical University-Colorado Springs","Colorado Springs","CO",22243,"Private","Rocky Mountains",NA,NA,NA,NA,21248,13826,64098,0.6500040674,0.758799972534179,0.133000001907348,0.104300003051757,0.0263000011444091,0.20416227608,0.216643502432,10500,42200
"Columbia College","Columbia","MO",10767,"Private","Plains",NA,NA,NA,NA,34567,8756,70668,0.6236742176,0.805800018310547,0.120900001525878,0.0584000015258789,0.0205999994277954,0.203976143141,0.213250517598,15000,38300
"Columbia College","Columbia","SC",1159,"Private","South East",0.959,NA,NA,NA,31930,10898,54324,0.7253176931,0.617400016784668,0.341699981689453,0.0251999998092651,0.0139999997615814,0.638888888889,0.493710691824,15000,34600
"Columbia College Chicago","Chicago","IL",6496,"Private","Great Lakes",0.8675,NA,NA,NA,42413,21504,76302,0.6115146624,0.717099990844726,0.168099994659423,0.115100002288818,0.0379999995231628,0.447415329768,0.504874651811,19500,34400
"Columbia College Hollywood","Tarzana","CA",540,"Private","Far West",NA,NA,NA,NA,40386,20553,52497,0.4504504505,0.701399993896484,0.0923999977111816,0.203099994659423,0.0617000007629394,0.697368421053,0.634615384615,9500,31400
"Columbia International University","Columbia","SC",526,"Private","South East",0.3339,20,17,17,34627,11086,42588,0.5528455285,0.76870002746582,0.186100006103515,0.0309999990463256,0.0170000004768371,0.641509433962,0.642857142857,15000,29900
"Columbia Southern University","Orange Beach","AL",15159,"Private","South East",NA,NA,NA,NA,13937,6515,41616,0.5196488294,NA,NA,NA,NA,0.46536920435,0.410240963855,12500,NA
"Columbia University in the City of New York","New York","NY",8216,"Private","Mid East",0.0591,34,33,33,74435,38622,168867,0.4472727273,0.700899963378906,0.123100004196167,0.144200000762939,0.0763000011444091,0.753794266442,0.794657762938,19500,83300
"Columbus College of Art and Design","Columbus","OH",1031,"Private","Great Lakes",0.8849,NA,NA,NA,47127,20808,58464,0.7,0.854400024414062,0.0996000003814697,0.0259999990463256,0.0187000000476837,0.607476635514,0.558375634518,21750,32200
"Columbus State University","Columbus","GA",6266,"Public","South East",0.5639,21,18,18,18666,6571,60993,0.631778058,0.602200012207031,0.3475,0.0382999992370605,0.0152999997138977,0.231724137931,0.329525483304,16919,35900
"Concord University","Athens","WV",1644,"Public","South East",0.8898,21,18,18,16246,3371,55872,0.5857699805,0.918499984741211,0.0605999994277954,0.0108000004291534,0.0062999999523162,0.28125,0.335,11000,32300
"Concordia College-New York","Bronxville","NY",1202,"Private","Mid East",0.8133,22,20,20,39758,27360,61911,0.6940639269,0.693799972534179,0.1625,0.14869999885559,0.0455000019073486,0.293333333333,0.454545454545,20500,48000
"Concordia College at Moorhead","Moorhead","MN",2009,"Private","Plains",0.613,24,21,21,49256,17759,67446,0.581032413,0.939499969482422,0.010900000333786,0.0238000011444091,0.0124000000953674,0.707207207207,0.714285714286,23000,44500
"Concordia University-Ann Arbor","Ann Arbor","MI",927,"Private","Great Lakes",0.4885,21,19,19,42563,14927,46917,0.6421004146,0.855,0.0878999996185302,0.0316000008583068,0.0228999996185302,0.376,0.421245421245,19500,39100
"Concordia University-Chicago","River Forest","IL",1463,"Private","Great Lakes",0.76,23,20,20,40076,14756,36342,0.5723905724,0.71620002746582,0.163400001525878,0.141899995803833,0.0305999994277954,0.39898989899,0.532307692308,15750,39700
"Concordia University-Irvine","Irvine","CA",1784,"Private","Far West",0.6178,24,20,20,49474,15656,64935,0.6727078891,0.700800018310547,0.0394000005722045,0.238700008392334,0.0967000007629394,0.440414507772,0.586842105263,19096,46400
"Concordia University-Nebraska","Seward","NE",1268,"Private","Plains",0.6791,23,20,20,42428,10836,43245,0.4884488449,0.893799972534179,0.0365000009536743,0.073600001335144,0.0158000004291534,0.5,0.625,18750,40100
"Concordia University-Portland","Portland","OR",1468,"Private","Far West",0.6031,21,18,18,41130,14476,56493,0.7057220708,0.816800003051757,0.0364000010490417,0.0865999984741211,0.0486999988555908,0.47972972973,0.49864498645,12000,43300
"Concordia University-Saint Paul","Saint Paul","MN",2760,"Private","Plains",0.9689,NA,NA,NA,31797,12369,42948,0.6072526122,0.855,0.0571999979019165,0.0397000002861023,0.0417000007629394,0.482352941176,0.54441260745,14000,49200
"Concordia University-Wisconsin","Mequon","WI",3272,"Private","Great Lakes",0.6473,23,20,20,43099,15225,56457,0.6421004146,0.8275,0.115600004196167,0.0401000022888183,0.0186000001430511,0.376,0.421245421245,19500,42800
"Concordia University Texas","Austin","TX",1716,"Private","South West",0.9063,21,18,18,44046,15390,63828,0.6484230056,0.753300018310547,0.0811999988555908,0.246599998474121,0.0305999994277954,0.345945945946,0.376854599407,14251,44500
"Connecticut College","New London","CT",1798,"Private","New England",0.3776,31,30,30,69379,29719,89541,0.6673427992,0.820199966430664,0.075,0.0897000026702881,0.0397000002861023,0.829545454545,0.848101265823,19500,54900
"Converse College","Spartanburg","SC",893,"Private","South East",0.5852,23,20,20,32127,8785,56745,NA,0.760899963378906,0.198500003814697,0.0298000001907348,0.0145000004768371,NA,NA,17375,33900
"Cooper Union for the Advancement of Science and Art","New York","NY",845,"Private","Mid East",0.1602,33,31,31,62013,11887,113409,0.3141361257,0.686100006103515,0.124700002670288,0.165300006866455,0.0914999961853027,NA,NA,13000,64900
"Coppin State University","Baltimore","MD",2326,"Public","Mid East",0.3821,18,16,16,17464,2004,68661,0.7749453751,0.344199981689453,0.595400009155273,0.0356999993324279,0.0231999993324279,0.255905511811,0.314338235294,17000,38100
"Corban University","Salem","OR",970,"Private","Far West",0.9091,23,20,20,43905,11424,58680,0.624535316,0.864700012207031,0.0133000004291534,0.0881999969482422,0.0275999999046325,0.517543859649,0.615384615385,18575,37600
"Cornell College","Mount Vernon","IA",1022,"Private","Plains",0.6102,27,23,23,55817,16457,68832,0.4674157303,0.885599975585937,0.0455999994277954,0.0594999980926513,0.0208999991416931,0.677685950413,0.731034482759,22130,43000
"Cornell University","Ithaca","NY",15105,"Private","Mid East",0.1061,33,32,32,70301,29653,136404,0.5335580754,0.793199996948242,0.0809000015258789,0.0957999992370605,0.0621000003814697,0.886549707602,0.913631633715,13000,77200
"Cornerstone University","Grand Rapids","MI",1561,"Private","Great Lakes",0.7339,23,19,19,39507,11713,53586,0.6526429342,0.776500015258789,0.167000007629394,0.0421000003814697,0.0149000000953674,NA,NA,19654,35400
"Cornish College of the Arts","Seattle","WA",623,"Private","Far West",0.7746,NA,NA,NA,56257,26035,58563,0.6422764228,0.806900024414062,0.041100001335144,0.0767999982833862,0.0676000022888183,0.544303797468,0.612068965517,20000,29100
"Covenant College","Lookout Mountain","GA",971,"Private","South East",0.9717,27,23,23,45626,14193,65097,0.4861538462,0.837799987792968,0.104600000381469,0.0515000009536743,0.0175999999046325,0.464285714286,0.664556962025,18822,41200
"Cox College","Springfield","MO",698,"Private","Plains",1,NA,NA,NA,27170,15403,63216,0.8545454545,0.945500030517578,0.0155999994277954,0.0205999994277954,0.0087000000476837,0.628571428571,0.587443946188,18375,42100
"Creighton University","Omaha","NE",4405,"Private","Plains",0.7144,27,24,24,52931,27034,86805,0.6107142857,0.847600021362304,0.0459000015258789,0.0523999977111816,0.0444000005722045,0.721476510067,0.764462809917,19500,59700
"Crown College","Saint Bonifacius","MN",844,"Private","Plains",0.5507,21,18,18,38950,12245,44937,0.5214723926,0.912600021362304,0.0305999994277954,0.0319000005722045,0.0207999992370605,0.265060240964,0.350515463918,18500,35100
"Culver-Stockton College","Canton","MO",975,"Private","Plains",0.464,21,18,18,38546,10679,52452,0.5234899329,0.895500030517578,0.053600001335144,0.0459000015258789,0.0130999994277954,0.404761904762,0.58064516129,15000,36600
"Cumberland University","Lebanon","TN",1785,"Private","South East",0.6166,21,19,19,35611,7605,50787,0.5794155019,0.859000015258789,0.0960000038146972,0.0381999993324279,0.0116999995708465,0.443820224719,0.635593220339,14000,38700
"CUNY Bernard M Baruch College","New York","NY",14629,"Public","Mid East",0.3929,NA,NA,NA,14046,6734,119655,0.5147323033,0.497700004577636,0.178799991607666,0.257299995422363,0.143000001907348,0.521965748325,0.576489533011,9500,57200
"CUNY Brooklyn College","Brooklyn","NY",13954,"Public","Mid East",0.4426,NA,NA,NA,13991,3966,103095,0.5883275808,0.468400001525878,0.31579999923706,0.16829999923706,0.0909000015258789,0.398124467178,0.480450236967,9176,43900
"CUNY City College","New York","NY",12503,"Public","Mid East",0.4827,NA,NA,NA,14430,4047,112221,0.5377492877,0.379700012207031,0.294099998474121,0.345800018310546,0.0825,0.392173913043,0.474898236092,9500,46300
"CUNY Graduate School and University Center","New York","NY",2105,"Public","Mid East",NA,NA,NA,NA,NA,7583,139482,0.7729468599,0.534700012207031,0.242199993133544,0.209300003051757,0.0792000007629394,0.488372093023,0.302469135802,8914,56600
"CUNY Hunter College","New York","NY",16205,"Public","Mid East",0.3642,NA,NA,NA,13998,5549,108036,0.6719516182,0.507799987792968,0.201200008392334,0.256700000762939,0.111499996185302,0.349586016559,0.459645669291,9600,47200
"CUNY John Jay College of Criminal Justice","New York","NY",12852,"Public","Mid East",0.4058,NA,NA,NA,14177,3804,100638,0.6098530683,0.421599998474121,0.283099994659423,0.313600006103515,0.0776000022888183,0.403007518797,0.474358974359,8560,44900
"CUNY Lehman College","Bronx","NY",11559,"Public","Mid East",0.3967,NA,NA,NA,14359,3823,95976,0.71029969,0.306399993896484,0.349399986267089,0.451699981689453,0.039300000667572,0.415545590433,0.465517241379,8315,43100
"CUNY Medgar Evers College","Brooklyn","NY",5919,"Public","Mid East",NA,NA,NA,NA,15182,1845,95454,0.7179702832,0.170200004577636,0.6675,0.177999992370605,0.0290000009536743,0.107011070111,0.152005629838,5841,35900
"CUNY Queens College","Queens","NY",15645,"Public","Mid East",0.4765,NA,NA,NA,14281,4757,100530,0.5671899529,0.505,0.156300001144409,0.235499992370605,0.170200004577636,0.363562091503,0.499692307692,9000,48200
"CUNY York College","Jamaica","NY",7126,"Public","Mid East",0.5276,NA,NA,NA,14204,3108,95697,0.6926509967,0.258199996948242,0.467700004577636,0.230499992370605,0.0871000003814697,0.237209302326,0.323053199692,7378,40800
"Curry College","Milton","MA",2342,"Private","New England",0.9271,20,17,17,54643,19414,90045,0.6135371179,0.848099975585937,0.071100001335144,0.0467999982833862,0.0313000011444091,0.425373134328,0.591011235955,18871,45900
"D'Youville College","Buffalo","NY",1620,"Private","Mid East",0.996,19,14,14,37752,20191,62757,0.7523148148,0.776100006103515,0.159700002670288,0.0515000009536743,0.0161000001430511,0.536764705882,0.564920273349,21500,46400
"Daemen College","Amherst","NY",1712,"Private","Mid East",0.5392,NA,NA,NA,39367,14500,60381,0.7262295082,0.820800018310547,0.127299995422363,0.0392000007629394,0.0144000005722045,0.401129943503,0.492693110647,15000,42800
"Dakota State University","Madison","SD",2051,"Public","Plains",0.8324,23,20,20,21091,7485,71154,0.3829604131,0.933300018310547,0.0111000001430511,0.0253999996185302,0.0081999999284744,0.29178470255,0.320987654321,13105,38700
"Dakota Wesleyan University","Mitchell","SD",743,"Private","Plains",0.7355,22,19,19,38272,11013,52848,0.575203252,0.883099975585937,0.0261999988555908,0.0432000017166137,0.0075999999046325,0.525179856115,0.584507042254,18546,37200
"Dallas Baptist University","Dallas","TX",2931,"Private","South West",0.8807,22,20,20,39278,18579,74277,0.6104868914,0.719300003051757,0.143000001907348,0.171100006103515,0.0331999993324279,0.453453453453,0.50826446281,16000,43200
"Dalton State College","Dalton","GA",4715,"Public","South East",NA,NA,NA,NA,11875,2448,50598,0.5985334555,0.883499984741211,0.0335999989509582,0.109099998474121,0.0064999997615814,0.17296222664,0.21625163827,7500,32300
"Dartmouth College","Hanover","NH",4312,"Private","New England",0.0874,33,31,31,71827,32303,137502,0.5240585774,0.79,0.080600004196167,0.0947999954223632,0.0519000005722045,NA,NA,10342,75500
"Davenport University","Grand Rapids","MI",4782,"Private","Great Lakes",0.8933,NA,NA,NA,28270,18829,60732,0.5626198083,0.725100021362304,0.213500003814697,0.0467999982833862,0.0140999996662139,0.243157894737,0.249205340114,16500,30700
"Davidson College","Davidson","NC",1839,"Private","South East",0.195,31,29,29,66678,21158,103923,0.4613180516,0.774400024414062,0.142399997711181,0.0701999998092651,0.0341000008583068,NA,NA,16947,58900
"Davis & Elkins College","Elkins","WV",756,"Private","South East",0.3695,19,16,16,40551,9829,51120,0.6949891068,0.940899963378906,0.0342000007629394,0.0140999996662139,0.0085000002384185,0.348314606742,0.341935483871,14000,37400
"Dean College","Franklin","MA",1275,"Private","New England",0.8286,20,18,18,55778,18069,58383,0.4042056075,0.854599990844726,0.0755000019073486,0.0469999980926513,0.0249000000953674,0.277551020408,0.442708333333,12000,33500
"Defiance College","Defiance","OH",520,"Private","Great Lakes",0.524,20,17,17,45340,15894,53271,0.4285714286,0.916500015258789,0.0415000009536743,0.0453999996185302,0.0070999997854232,0.248275862069,0.489361702128,18875,41000
"Delaware State University","Dover","DE",3835,"Public","Mid East",0.4917,20,17,17,22627,7292,74448,0.6654223052,0.506500015258789,0.399199981689453,0.0801000022888183,0.0279999995231628,0.289079229122,0.399477806789,19000,35800
"Delaware Valley University","Doylestown","PA",1884,"Private","Mid East",0.6566,23,19,19,53667,17309,75393,0.5355535554,0.883499984741211,0.0617999982833862,0.0376999998092651,0.0253999996185302,0.357466063348,0.581939799331,18233,42100
"Delta State University","Cleveland","MS",2269,"Public","South East",0.8519,21,18,18,19306,4787,58410,0.6045627376,0.451599998474121,0.527799987792968,0.0160000002384185,0.0063999998569488,0.127090301003,0.127348643006,14250,33700
"Denison University","Granville","OH",2368,"Private","Great Lakes",0.3391,30,28,28,64935,18193,83178,0.5775316456,0.83,0.101800003051757,0.0403999996185302,0.0319000005722045,0.775362318841,0.871794871795,21000,48800
"Denver College of Nursing","Denver","CO",845,"Private","Rocky Mountains",NA,NA,NA,NA,NA,19289,52875,0.8568994889,NA,NA,NA,NA,NA,NA,27159,NA
"DePaul University","Chicago","IL",14280,"Private","Great Lakes",0.6753,NA,NA,NA,54439,23261,98244,0.550042337,0.724300003051757,0.130200004577636,0.141099996566772,0.0544000005722045,0.646588813768,0.645693656524,20000,53300
"DePauw University","Greencastle","IN",2141,"Private","Great Lakes",0.626,26,23,23,62567,17704,86931,0.5024469821,0.850999984741211,0.0826000022888183,0.0521000003814697,0.0240000009536743,0.708333333333,0.871165644172,23000,54000
"DeSales University","Center Valley","PA",2449,"Private","Mid East",0.7853,25,22,22,50498,16062,70587,0.6571428571,0.888899993896484,0.0463999986648559,0.0578999996185302,0.0221000003814697,0.640776699029,0.568584070796,19165,49700
"DeVry College of New York","New York","NY",963,"Private","Mid East",0.9157,NA,NA,NA,34504,20996,78264,0.6059049017,NA,NA,NA,NA,0.167582642933,0.164040858726,15760,44100
"DeVry University-California","Ontario","CA",1965,"Private","Far West",0.9487,NA,NA,NA,32232,21547,71424,0.6059049017,NA,NA,NA,NA,0.167582642933,0.164040858726,15760,44100
"DeVry University-Florida","Miramar","FL",580,"Private","South East",0.9524,NA,NA,NA,31391,19985,71892,0.6059049017,NA,NA,NA,NA,0.167582642933,0.164040858726,15760,44100
"DeVry University-Georgia","Decatur","GA",838,"Private","South East",0.9459,NA,NA,NA,31704,20739,74214,0.6059049017,NA,NA,NA,NA,0.167582642933,0.164040858726,15760,44100
"DeVry University-Illinois","Chicago","IL",12743,"Private","Great Lakes",0.945,NA,NA,NA,33830,9228,72684,0.6059049017,NA,NA,NA,NA,0.167582642933,0.164040858726,15760,44100
"DeVry University-Ohio","Columbus","OH",649,"Private","Great Lakes",0.9286,NA,NA,NA,30386,26634,71532,0.6059049017,NA,NA,NA,NA,0.167582642933,0.164040858726,15760,44100
"DeVry University-Texas","Irving","TX",481,"Private","South West",0.9375,NA,NA,NA,35692,29304,68328,0.6059049017,NA,NA,NA,NA,0.167582642933,0.164040858726,15760,44100
"Dewey University-Hato Rey","Hato Rey","PR",416,"Private","Outlying Territories",NA,NA,NA,NA,9945,2712,28269,0.6527531083,0.703099975585937,0.135699996948242,0.983600006103515,0.0033000001311302,0.432432432432,0.442489000629,3681,17400
"Dickinson College","Carlisle","PA",2353,"Private","Mid East",0.4914,NA,NA,NA,68979,27866,84042,0.5716639209,0.816600036621093,0.0971000003814697,0.0651999998092651,0.0375999999046325,0.888888888889,0.905405405405,19000,57400
"Dickinson State University","Dickinson","ND",1114,"Public","Plains",0.6642,21,18,18,15506,6080,59139,0.5850340136,0.912300033569336,0.0119000005722045,0.0302999997138977,0.0075999999046325,0.291666666667,0.444444444444,11400,41700
"DigiPen Institute of Technology","Redmond","WA",873,"Private","Far West",0.5665,28,24,24,44088,24187,81270,0.2588555858,0.818199996948242,0.0571000003814697,0.0884000015258789,0.0505000019073486,0.424731182796,0.470588235294,20750,80200
"Dillard University","New Orleans","LA",1309,"Private","South East",0.6071,NA,NA,NA,31436,12151,57195,0.7324840764,0.379700012207031,0.518199996948242,0.0960999965667724,0.0319000005722045,0.261682242991,0.417721518987,19000,35400
"Doane University","Crete","NE",1002,"Private","Plains",0.6827,NA,NA,NA,46710,12588,61560,0.556331007,0.914000015258789,0.0254999995231628,0.0532999992370605,0.0158000004291534,0.48288973384,0.596551724138,17916,44300
"Doane University-Graduate and Professional Studies","Lincoln","NE",490,"Private","Plains",NA,NA,NA,NA,NA,10087,52425,0.556331007,NA,NA,NA,NA,0.48288973384,0.596551724138,17916,44300
"Dominican College of Blauvelt","Orangeburg","NY",1433,"Private","Mid East",0.7677,21,17,17,40926,18100,76095,0.6855895197,0.681699981689453,0.158900003433227,0.169799995422363,0.0484999990463256,0.410447761194,0.498461538462,15625,46300
"Dominican University","River Forest","IL",2098,"Private","Great Lakes",0.6379,22,19,19,41118,17732,73845,0.6973578863,0.725999984741211,0.121599998474121,0.186499996185302,0.0375,0.487804878049,0.574074074074,20834,47100
"Dominican University of California","San Rafael","CA",1264,"Private","Far West",0.8717,23,20,20,63875,24774,77958,0.7291666667,0.657300033569336,0.0619999980926513,0.189200000762939,0.128900003433227,0.558139534884,0.690566037736,27000,55600
"Dordt University","Sioux Center","IA",1346,"Private","Plains",0.7316,25,22,22,43391,14809,59400,0.482078853,0.922200012207031,0.02,0.0565000009536743,0.0137999999523162,0.621301775148,0.733766233766,16432,41700
"Drake University","Des Moines","IA",2952,"Private","Plains",0.6766,27,24,24,53507,21160,85563,0.6097560976,0.9025,0.0370000004768371,0.0407000017166137,0.025,0.664179104478,0.713917525773,19197,58300
"Drew University","Madison","NJ",1530,"Private","Mid East",0.6922,NA,NA,NA,65900,15953,81315,0.6216216216,0.817799987792968,0.0767000007629394,0.091899995803833,0.0488999986648559,0.454545454545,0.629834254144,19583,52700
"Drexel University","Philadelphia","PA",15557,"Private","Mid East",0.7694,28,25,25,66841,27607,99576,0.5680428135,0.785299987792968,0.131499996185302,0.0511999988555908,0.0421999979019165,0.580368906456,0.593730407524,20750,68800
"Drury University","Springfield","MO",1486,"Private","Plains",0.6824,26,22,22,38330,11495,59661,0.6037507562,0.931500015258789,0.0247000002861022,0.0225,0.0094999998807907,0.334106728538,0.442645074224,14250,32200
"Drury University-College of Continuing Professional Studies","Springfield","MO",1419,"Private","Plains",NA,NA,NA,NA,19707,9970,52146,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duke University","Durham","NC",6596,"Private","South East",0.0891,34,33,33,72466,30002,145530,0.5465505693,0.76370002746582,0.13579999923706,0.0861999988555908,0.0451999998092651,0.934911242604,0.956236323851,10500,84400
"Duquesne University","Pittsburgh","PA",6008,"Private","Mid East",0.7185,27,24,24,51678,22779,84384,0.6425811437,0.9025,0.0655999994277954,0.0172000002861022,0.0146000003814697,0.672325976231,0.776299879081,24247,58500
"Earlham College","Richmond","IN",1025,"Private","Great Lakes",0.6522,29,26,26,58618,11586,57879,0.5752688172,0.824899978637695,0.100500001907348,0.0517999982833862,0.0289000010490417,0.422680412371,0.641025641026,19000,35000
"East Carolina University","Greenville","NC",22330,"Public","South East",0.822,23,20,20,21950,7523,77661,0.5933969508,0.703099975585937,0.239300003051757,0.0425,0.0150999999046325,0.528256989887,0.611621919823,18250,40500
"East Central University","Ada","OK",2725,"Public","South West",0.8264,21,18,18,15942,5914,51876,0.5875743556,0.768600006103515,0.0413000011444091,0.0375,0.0057999998331069,0.310991957105,0.41127694859,11547,36800
"East Stroudsburg University of Pennsylvania","East Stroudsburg","PA",5599,"Public","Mid East",0.8156,22,19,19,21851,8383,85797,0.5718407386,0.899199981689453,0.0476999998092651,0.0469999980926513,0.0201999998092651,0.404092071611,0.498429319372,15000,44600
"East Tennessee State University","Johnson City","TN",10760,"Public","South East",0.8713,24,20,20,19897,8802,65736,0.5834216663,0.931600036621093,0.0426000022888183,0.0153999996185302,0.0068999999761581,0.364280094414,0.464091732046,14025,35100
"East Texas Baptist University","Marshall","TX",1401,"Private","South West",0.5449,21,18,18,37577,12240,62523,0.4719800747,0.745400009155273,0.165599994659423,0.114700002670288,0.0154999995231628,0.19298245614,0.35046728972,11660,40500
"Eastern Connecticut State University","Willimantic","CT",4674,"Public","New England",0.6573,NA,NA,NA,25926,6827,76923,0.5811784655,0.871100006103515,0.0555999994277954,0.0640999984741211,0.0209999990463256,0.529307282416,0.556756756757,17750,46400
"Eastern Illinois University","Charleston","IL",4631,"Public","Great Lakes",0.5531,20,18,18,23259,4340,75411,0.6065640194,0.856299972534179,0.0853999996185302,0.0488999986648559,0.0234999990463256,0.505535055351,0.550854353133,18500,42200
"Eastern Kentucky University","Richmond","KY",12246,"Public","South East",0.8729,23,20,20,22396,6856,64098,0.5814347291,0.924700012207031,0.0498999977111816,0.0144000005722045,0.0075,0.372432074221,0.469860064586,15000,36100
"Eastern Mennonite University","Harrisonburg","VA",1030,"Private","South East",0.592,26,21,21,47688,16768,53703,0.6357142857,0.884100036621093,0.0655999994277954,0.0467000007629394,0.0150999999046325,0.478723404255,0.578199052133,15761,40300
"Eastern Michigan University","Ypsilanti","MI",15325,"Public","Great Lakes",0.757,19,15,15,23662,10638,87696,0.6105377512,0.765999984741211,0.173999996185302,0.0269000005722045,0.0260999989509582,0.349189754313,0.400220913108,19253,39300
"Eastern Nazarene College","Quincy","MA",658,"Private","New England",0.6368,20,17,17,43845,9620,51156,0.5643835616,0.813000030517578,0.0897000026702881,0.0609999990463257,0.0338000011444091,0.411111111111,0.389513108614,19000,42300
"Eastern New Mexico University-Main Campus","Portales","NM",3347,"Public","South West",0.6038,20,17,17,17330,4462,62631,0.5820595334,0.72620002746582,0.0314000010490417,0.354099998474121,0.0087999999523162,0.223593964335,0.274694261524,10204,29500
"Eastern Oregon University","La Grande","OR",2587,"Public","Far West",0.9813,21,18,18,21270,7197,65259,0.5973931933,0.877300033569336,0.0162000000476837,0.0798999977111816,0.0178999996185302,0.286821705426,0.282991202346,14527,41200
"Eastern University","Saint Davids","PA",1844,"Private","Mid East",0.6843,21,17,17,46849,11737,57078,0.7068273092,0.7725,0.156499996185302,0.0528999996185302,0.0275999999046325,0.474264705882,0.468590831919,19125,42500
"Eastern Washington University","Cheney","WA",10379,"Public","Far West",0.6342,20,17,17,19450,7217,79875,0.575044405,0.860800018310547,0.0194000005722045,0.0690999984741211,0.0306999993324279,0.433774834437,0.458224543081,14893,43100
"Eckerd College","Saint Petersburg","FL",1987,"Private","South East",0.6766,26,23,23,59005,23475,71433,0.653164557,0.855400009155273,0.0834000015258789,0.058600001335144,0.0232999992370605,0.51497005988,0.553398058252,20036,42200
"Edgewood College","Madison","WI",1435,"Private","Great Lakes",0.7288,23,20,20,41916,19262,55800,0.7546419098,0.924499969482422,0.0277999997138977,0.0280999994277954,0.0191999995708465,0.5,0.647849462366,20000,43300
"Edinboro University of Pennsylvania","Edinboro","PA",3498,"Public","Mid East",0.8,20,17,17,22092,8616,89163,0.571969697,0.916800003051757,0.0567999982833862,0.0161000001430511,0.0079000002145767,0.31160572337,0.416945373467,18480,35400
"Edward Waters College","Jacksonville","FL",968,"Private","South East",0.5554,17,15,15,24933,5277,46440,0.4631147541,0.476199989318847,0.447999992370605,0.108400001525878,0.0166999995708465,0.047008547009,0.107142857143,12000,25900
"Elizabeth City State University","Elizabeth City","NC",1553,"Public","South East",0.5929,19,17,17,14934,3124,67968,0.5230769231,0.551399993896484,0.401800003051757,0.0351999998092651,0.0103999996185302,0.271565495208,0.452261306533,20500,30400
"Elizabethtown College","Elizabethtown","PA",1602,"Private","Mid East",0.7572,25,21,21,57983,20368,79677,0.6357142857,0.906600036621093,0.0469000005722045,0.0336999988555908,0.0187000000476837,0.664921465969,0.6875,25651,51300
"Elmhurst College","Elmhurst","IL",2799,"Private","Great Lakes",0.6736,23,20,20,46130,16568,71550,0.6074289876,0.806399993896484,0.0728999996185302,0.119300003051757,0.0511999988555908,0.557863501484,0.694877505568,16227,48300
"Elmira College","Elmira","NY",787,"Private","Mid East",0.8445,NA,NA,NA,54239,17637,50175,0.7111553785,0.928099975585937,0.0325,0.0247000002861022,0.0148000001907348,0.592920353982,0.661710037175,25000,45900
"Elon University","Elon","NC",6196,"Private","South East",0.7214,28,25,25,49493,29073,83430,0.5799481417,0.827799987792968,0.109700002670288,0.0415999984741211,0.0291000008583068,0.693140794224,0.817010309278,19500,51900
"Embry-Riddle Aeronautical University-Daytona Beach","Daytona Beach","FL",5925,"Private","South East",0.655,NA,NA,NA,51728,29020,86976,0.1816434407,0.787900009155273,0.0975,0.11329999923706,0.0364000010490417,0.345562130178,0.422121896163,13750,66200
"Embry-Riddle Aeronautical University-Prescott","Prescott","AZ",2712,"Private","South West",0.6723,NA,NA,NA,51036,26166,84186,0.1816434407,0.787900009155273,0.0975,0.11329999923706,0.0364000010490417,0.345562130178,0.422121896163,13750,66200
"Embry-Riddle Aeronautical University-Worldwide","Daytona Beach","FL",10254,"Private","South East",0.6343,NA,NA,NA,22944,11328,59445,0.1816434407,0.787900009155273,0.0975,0.11329999923706,0.0364000010490417,0.345562130178,0.422121896163,13750,66200
"Emerson College","Boston","MA",3817,"Private","New England",0.3564,29,26,26,65124,30703,91818,0.6143079316,0.854000015258789,0.0561999988555908,0.0678999996185302,0.0390000009536743,0.753303964758,0.740079365079,20500,46600
"Emmanuel College","Franklin Springs","GA",788,"Private","South East",0.4197,19,17,17,30055,10579,44793,0.4519427403,0.759100036621093,0.198799991607666,0.0324000000953674,0.0101999998092651,0.380952380952,0.380530973451,11821,33600
"Emmanuel College","Boston","MA",1976,"Private","New England",0.77,26,24,24,55739,16706,81441,0.7566502463,0.864000015258789,0.0538000011444091,0.0573999977111816,0.0291000008583068,0.557575757576,0.674157303371,23125,49700
"Emory & Henry College","Emory","VA",964,"Private","South East",0.6952,21,18,18,47025,15007,62442,0.4874100719,0.890400009155273,0.0765000009536743,0.0209999990463256,0.0121000003814697,0.441860465116,0.666666666667,18846,40700
