"app_ID","dept","sex","admit","gpa"
182,"E","M","N",3.51095141936716
183,"F","M","N",3.69615963037401
184,"C","F","N",3.24422188990932
185,"F","M","N",3.64054474698128
186,"F","F","N",3.79671496245621
187,"F","M","N",3.689838266242
188,"F","F","N",3.70642889249132
189,"F","M","N",3.6033309425565
190,"F","M","N",3.69005689984448
191,"F","F","N",3.77611858600155
192,"F","F","N",3.71770118797582
193,"A","M","N",3.21878007089671
194,"F","M","N",3.56374254615709
195,"F","F","N",3.67558971539296
196,"B","M","N",3.55660963299319
197,"F","F","N",3.63928380336919
198,"D","M","N",3.26994906616024
199,"C","F","N",3.53030274267234
200,"F","F","N",3.61834765191268
201,"F","F","N",3.6803269370856
202,"F","M","N",3.60687936776979
203,"F","M","N",3.79335220836306
204,"D","F","N",3.30506399568201
205,"F","M","N",3.75155674699343
206,"F","M","N",3.64187784357265
207,"B","M","N",3.45608843862465
208,"F","M","N",3.80541123064114
209,"F","F","N",3.63626489227773
210,"C","M","N",3.19189585574238
211,"F","M","N",3.72841769144097
212,"F","F","N",3.63839226641539
213,"A","M","Y",3.62601971021368
214,"F","F","N",3.71291417906486
215,"F","M","N",3.72290123938821
216,"E","F","Y",3.67804087987223
217,"F","F","Y",3.9507974964416
218,"E","F","N",3.31896728294941
219,"E","F","Y",3.79491030301974
220,"F","M","N",3.6626288011837
221,"D","F","N",3.64744411765814
222,"D","M","N",3.47948556774584
223,"F","M","N",3.77960868137584
224,"F","F","N",3.613185251121
225,"C","F","N",3.40998682748862
226,"C","M","N",3.24539017834465
227,"D","M","Y",3.74095694206672
228,"C","F","N",3.22478760122096
229,"B","M","Y",3.76651902095879
230,"F","F","N",3.72499297354693
231,"F","M","N",3.74218313132078
232,"F","M","N",3.73130706849883
233,"F","F","N",3.69550694902399
234,"E","F","N",3.56766877989146
235,"C","M","N",3.52427523856561
236,"E","F","Y",3.74991775887235
237,"F","F","N",3.74325718621143
238,"A","M","Y",3.44476317895496
239,"F","F","N",3.74810151869732
240,"F","F","N",3.75673121937865
241,"E","F","Y",3.75022367258209
242,"C","F","N",3.36078027174018
243,"F","M","N",3.71681207108884
244,"C","F","Y",3.82889677385287
245,"A","M","N",3.35868247981517
246,"E","F","N",3.64883054870713
247,"D","F","N",3.30061399152441
248,"F","M","N",3.73174596578222
249,"F","F","N",3.72867965305666
250,"F","F","N",3.68078158292023
251,"C","F","Y",3.88318269578233
252,"F","M","N",3.84618849174752
253,"F","F","N",3.68725503792024
254,"C","M","N",3.1493434234661
255,"F","M","N",3.5741515831784
256,"F","M","N",3.50433482572461
257,"F","M","N",3.84146557195444
258,"F","F","N",3.57906678113298
259,"B","M","Y",3.66163992824922
260,"F","M","N",3.5474616889723
261,"F","F","N",3.52281213650116
262,"F","M","N",3.56853770642683
263,"F","M","N",3.59695155824858
264,"B","M","Y",3.57888799959748
265,"C","M","N",3.32107665137134
266,"F","M","N",3.73649222685399
267,"D","M","Y",3.43363832886646
268,"D","F","Y",3.7023164547709
269,"F","F","N",3.68310386335487
270,"B","M","Y",3.26070024043185
271,"F","F","N",3.68644450905495
272,"F","F","N",3.6575495343567
273,"E","M","N",3.33131578350351
274,"F","M","N",3.7386141104247
275,"A","M","N",3.15495245634194
276,"F","M","Y",3.7451581533509
277,"F","M","N",3.75028332457447
278,"F","F","N",3.63888667642469
279,"F","F","N",3.75258271352511
280,"E","M","N",3.59472928168514
281,"F","M","N",3.79985437084155
282,"B","M","N",3.21178809217708
283,"D","M","Y",3.83535562922774
284,"E","M","Y",3.8112104105509
285,"F","F","N",3.673640050054
286,"F","F","Y",3.78864684855768
287,"F","M","N",3.91162345635649
288,"F","M","N",3.64334837634989
289,"A","M","Y",3.44316805121133
290,"E","F","N",3.3694276162946
291,"F","M","N",3.80324263545906
292,"D","M","N",3.48230103378003
293,"F","M","N",3.8643071736553
294,"F","M","N",3.54669394589335
295,"F","M","N",3.79861781306364
296,"F","F","N",3.78865626746645
297,"F","F","N",3.71773575728509
298,"A","M","Y",3.31613559950517
299,"E","M","N",3.44841748507544
300,"C","F","N",3.34579756853779
301,"F","M","N",3.772208039422
302,"F","M","N",3.70849643383351
303,"C","F","Y",3.53369098014674
304,"B","M","N",3.06073231524779
305,"F","M","N",3.64556412173422
306,"F","M","N",3.74451756498551
307,"F","M","N",3.80665412630926
308,"F","M","N",3.73700521482347
309,"C","F","Y",3.6634702761542
310,"C","F","N",3.28563501677533
311,"F","F","N",3.60025698366787
312,"F","M","N",3.80764751109718
313,"F","F","N",3.72882869731971
314,"F","F","N",3.56770905777328
315,"F","M","N",3.76634557281159
316,"F","M","N",3.75972981683356
317,"D","F","N",3.41067698339488
318,"F","F","Y",3.95766431165131
319,"F","F","N",3.75209575544186
320,"D","F","N",3.36630152259934
321,"C","F","N",3.25750761284722
322,"F","F","N",3.65407060094381
323,"F","F","N",3.70600873888917
324,"D","M","N",3.40402847615659
325,"C","M","N",3.2324393112185
326,"D","M","N",3.42181333679386
327,"C","F","N",3.41200510642034
328,"F","M","N",3.74394755999138
329,"C","M","N",3.40780387569538
330,"F","F","N",3.86128233710125
331,"E","F","Y",3.6963017517331
332,"E","F","N",3.29888921458585
333,"E","F","N",3.57506363628898
334,"F","F","N",3.6305227869475
335,"A","M","Y",3.4767504387296
336,"F","F","Y",3.906319654906
337,"A","M","N",3.08607882625729
338,"F","M","N",3.66271439703449
339,"E","F","N",3.40875392993528
340,"F","M","N",3.64475852354513
341,"F","M","N",3.82099237697306
342,"F","F","N",3.79215072113649
343,"F","F","N",3.62432235779892
344,"F","F","N",3.7512375538226
345,"A","M","N",3.18346541448953
346,"D","F","N",3.47835217484636
347,"F","M","N",3.75841702523083
348,"D","M","N",3.30963389704571
349,"A","M","Y",3.86346240874084
350,"F","M","N",3.63644002214742
351,"F","F","N",3.72547601592923
352,"F","M","N",3.63944319510138
353,"F","F","N",3.72310499844865
354,"F","F","N",3.70282172890597
355,"B","M","Y",3.29414130137448
356,"F","M","N",3.55249612990098
357,"F","F","N",3.73643153096223
358,"F","F","N",3.71900832770881
359,"F","F","N",3.71035167595028
360,"F","M","N",3.71749343685215
361,"C","M","N",3.55248040625657
362,"F","M","N",3.73915881345297
363,"F","M","N",3.86931864059592
364,"F","M","N",3.70106364936438
365,"F","M","N",3.74206709806552
366,"F","M","N",3.69995734967312
367,"F","M","N",3.79561574657388
368,"C","F","N",2.9971646868091
369,"F","M","N",3.66704293809875
370,"F","M","N",3.69329364652032
371,"F","F","N",3.77963057297238
372,"F","F","N",3.67843390257544
373,"F","M","N",3.66752940378516
374,"F","M","N",3.62418727169667
375,"F","M","N",3.77324074177902
376,"F","M","N",3.6681350008988
377,"E","F","N",3.55095983238452
378,"B","M","Y",2.90600420315565
379,"C","F","N",3.39442645477607
380,"F","M","N",3.76082074302995
381,"E","F","N",3.52375352412354
382,"F","M","N",3.69212473037378
383,"C","F","N",3.20596142787105
384,"F","M","N",3.77104753721753
385,"D","M","N",3.55442216673184
386,"E","F","N",3.53284085848993
387,"F","M","N",3.66153753207396
388,"F","M","N",3.75546796977825
389,"E","F","N",3.51888300762224
390,"F","M","N",3.62868180113023
391,"F","M","N",3.66033867083143
392,"E","F","N",3.4671256639087
393,"F","F","N",3.65480252286636
394,"F","M","N",3.76790278202454
395,"C","F","N",3.13665796718578
396,"F","F","N",3.68337089177597
397,"B","M","Y",3.52974721613475
398,"F","F","N",3.67863388920843
399,"F","M","N",3.73179761514684
400,"E","M","Y",3.69971102336224
401,"F","M","N",3.65682100117274
402,"F","M","N",3.81268081358309
403,"F","F","N",3.70236406446357
404,"F","F","N",3.76741898617984
405,"F","F","N",3.81547729964791
406,"D","F","Y",3.85486749648072
407,"F","F","Y",3.79563889892579
408,"D","F","N",3.48797078835141
409,"C","F","N",3.58624740724328
410,"F","F","N",3.7143542532407
411,"F","F","N",3.79132273689963
412,"F","M","N",3.67421079735389
413,"D","M","Y",3.56793837126628
414,"F","M","N",3.75641301523839
415,"F","F","N",3.56919200172931
416,"F","F","N",3.63747033086233
417,"F","M","N",3.70917516179765
418,"B","M","Y",3.44216967084092
419,"A","M","Y",3.57412557285159
420,"F","M","N",3.61685120387892
421,"E","F","N",3.72046925900799
422,"F","M","N",3.79124528953739
423,"F","M","N",3.73295986190566
424,"C","F","N",3.47044034089812
425,"F","M","N",3.77767471796065
426,"F","F","N",3.69375420604074
427,"F","M","N",3.66950013942745
428,"A","M","N",3.22670682221718
429,"D","F","N",3.27739284070836
430,"F","F","N",3.7349589050394
431,"F","M","N",3.65215677655435
432,"F","F","N",3.72502457949983
433,"F","M","N",3.74668235939702
434,"F","M","N",3.70667335984787
435,"C","F","N",3.32319318713755
436,"A","M","Y",3.60404329151099
437,"F","F","N",3.70140863073473
438,"F","F","N",3.69958260018547
439,"D","F","Y",3.59898592497216
440,"B","M","Y",3.5834959749638
441,"E","F","N",3.72904357824008
442,"F","F","N",3.66136712261812
443,"F","M","Y",3.90416127456821
444,"F","M","N",3.70004858017909
445,"E","F","N",3.52387669000495
446,"D","M","N",3.2908111633098
447,"D","M","Y",3.85025932905161
448,"F","M","N",3.74522594189259
449,"F","F","N",3.83257891219686
450,"F","F","N",3.53035028136046
451,"E","M","N",3.48023744062859
452,"E","F","N",3.42457047104921
453,"F","F","N",3.65562530800612
454,"A","M","Y",3.34989360109953
455,"F","F","N",3.73467674982039
456,"D","M","N",3.45756519739133
457,"F","F","N",3.68201110162737
458,"D","M","N",3.70665960928606
459,"F","M","N",3.74775277258504
460,"F","F","N",3.62884479802772
461,"C","F","N",3.35678864825503
462,"B","M","Y",3.48440977813752
463,"A","F","Y",3.66337996790412
464,"F","M","N",3.79599789733168
465,"F","F","N",3.76357102569244
466,"F","M","N",3.65737303669311
467,"F","M","N",3.63977843981241
468,"F","F","N",3.68924109332454
469,"E","M","N",3.60801941289284
470,"F","F","N",3.68996019584431
471,"E","F","N",3.58421634563338
472,"F","M","N",3.68256464389527
473,"F","M","N",3.69012992560685
474,"F","F","Y",3.82977435307136
475,"E","F","N",3.60113909537735
476,"C","M","Y",3.42160640338787
477,"D","M","Y",3.9108091602324
478,"F","F","N",3.66503531021132
479,"D","M","Y",3.72721836125766
480,"F","F","N",3.61488536124699
481,"F","M","N",3.6647743248707
482,"D","F","N",3.2831459992776
483,"F","M","N",3.70636449677488
484,"F","F","N",3.54459249723181
485,"D","M","N",3.30047255207358
486,"F","M","N",3.76968958441236
487,"D","M","N",3.01435844074126
488,"F","F","N",3.73183945655508
489,"F","M","N",3.6354496075837
490,"E","F","Y",3.83265536466113
491,"F","M","Y",3.95687927644926
492,"F","F","N",3.64538292362838
493,"E","M","Y",3.85969176256319
494,"E","M","N",3.48769581450097
495,"C","F","N",3.19956751383622
496,"F","M","N",3.77031895115196
497,"F","M","N",3.76303978780224
498,"A","M","Y",3.32272849575136
499,"F","F","N",3.70992308250415
500,"B","M","Y",3.63598915834137
501,"F","F","N",3.67075753213161
502,"C","F","N",3.37949697053634
503,"F","F","N",3.69920322893943
504,"E","F","N",3.37721339319934
505,"E","F","N",3.37294111366143
506,"D","F","N",3.45033059428224
507,"F","M","N",3.73783774630706
508,"D","M","N",3.33375898930957
509,"E","F","N",3.42119879354416
510,"F","M","N",3.78352786949244
511,"C","M","N",3.52604068434314
512,"A","M","N",3.39117013309933
513,"F","M","N",3.55819046082593
514,"F","M","N",3.74124646533742
515,"B","M","N",3.4374100641758
516,"F","M","N",3.67950642062741
517,"E","F","Y",3.75062157970693
518,"D","F","N",3.41021114611541
519,"A","M","N",3.16178923290143
520,"F","M","N",3.67299881146586
521,"E","M","N",3.46883730863167
522,"D","F","Y",3.79277271251812
523,"C","M","N",3.27476572178507
524,"F","F","N",3.55726059552345
525,"B","M","Y",3.53019771565206
526,"F","M","N",3.64068523020952
527,"C","F","Y",3.84164956240403
528,"F","M","N",3.79314520052623
529,"C","F","Y",3.73779316471588
530,"F","M","N",3.70728397037266
531,"D","M","N",3.50301180594263
532,"D","F","N",3.22494440494669
533,"B","M","Y",3.33237187481209
534,"F","F","N",3.75369521248148
535,"F","F","N",3.70115003900246
536,"E","F","Y",3.59360256516111
537,"F","F","N",3.66268987786266
538,"F","M","N",3.68037896430252
539,"F","M","N",3.67966150459224
540,"E","M","N",3.63586370841415
541,"F","M","N",3.67460913227901
542,"D","F","Y",3.67268078063212
543,"C","M","N",3.56301708428984
544,"F","M","Y",3.84103021457574
545,"B","M","Y",3.8665737784381
546,"F","F","N",3.73155004264753
547,"F","M","N",3.79126328870153
548,"E","F","N",3.55443104651096
549,"D","M","Y",3.54120264143596
550,"F","M","N",3.73231576646201
551,"F","F","N",3.8038172535934
552,"F","M","N",3.64769611385965
553,"F","M","Y",3.69401697430248
554,"C","F","N",3.17627187615287
555,"E","F","N",3.23267276873601
556,"E","M","Y",3.89994895370302
557,"F","F","N",3.83061252293543
558,"A","M","Y",3.43368448201149
559,"F","F","N",3.6820338730959
560,"A","M","Y",3.72414253033391
561,"F","M","N",3.66967065313271
562,"F","M","N",3.67852614068021
563,"C","F","N",3.42246142168991
564,"F","M","N",3.62960423046552
565,"C","F","N",3.03937754142411
566,"F","M","Y",3.85006874632251
567,"D","F","N",3.57957746831801
568,"C","F","N",3.49567828631952
569,"F","F","N",3.72699767883248
570,"F","F","N",3.44336901896857
571,"C","F","Y",3.65652662488461
572,"F","M","N",3.63413408304358
573,"C","F","Y",3.7143269252923
574,"D","F","Y",3.84865511873394
575,"F","F","N",3.77913634086197
576,"C","F","Y",3.72684671115886
577,"A","M","Y",3.55974473985346
578,"F","M","N",3.66051842795244
579,"B","M","Y",3.25804558475181
580,"B","M","N",3.41491727616381
581,"E","F","N",3.67113993434468
582,"F","M","N",3.83695051891093
583,"C","M","Y",3.73066557845653
584,"F","F","N",3.64722601598166
585,"E","F","N",3.62343787924529
586,"F","M","N",3.86085375585026
587,"F","F","N",3.76546138507993
588,"A","M","Y",3.65592438491106
589,"A","M","Y",3.79115701649537
590,"E","M","N",3.62859503275376
591,"F","M","N",3.61345630418343
592,"F","M","N",3.6620608617455
593,"F","M","N",3.6671457042176
594,"D","F","N",3.58049881588527
595,"F","F","N",3.60739360932544
596,"A","F","Y",3.37113431415374
597,"B","M","N",3.24020339308063
598,"A","M","N",3.0955598729987
599,"C","F","Y",3.51616461098631
600,"D","M","N",3.21423697165137
601,"F","M","N",3.62297003748625
602,"A","M","Y",3.18937251895406
603,"F","M","N",3.71899313426603
604,"A","M","N",3.36519921551677
605,"E","F","Y",3.79724455401666
606,"C","F","Y",3.61413954407032
607,"D","M","N",3.38033851690483
608,"C","M","N",3.46277663758909
609,"F","F","N",3.61584961135432
610,"F","F","N",3.73836218184907
611,"E","F","N",3.3422161210498
612,"E","F","N",3.42388878030234
613,"E","F","N",3.59262965039846
614,"D","M","Y",3.66738413640626
615,"F","M","N",3.7090395645506
616,"F","M","N",3.68846606041221
617,"F","M","N",3.66114605724045
618,"B","F","N",3.27509739764537
619,"F","M","N",3.68147440149976
620,"A","M","N",3.03243592053072
621,"C","F","N",3.01031704152415
622,"F","M","N",3.67371373491417
623,"A","M","Y",3.18045809666074
624,"F","F","N",3.67080871815942
625,"F","F","N",3.66287320162367
626,"B","M","Y",3.57548038044915
627,"F","M","N",3.77424853703278
628,"F","F","N",3.74909891227747
629,"F","F","Y",3.91653401004234
630,"D","M","N",3.41046828867713
631,"E","M","N",3.68319108918053
632,"A","M","Y",3.86101950376216
633,"F","M","N",3.59755568571762
634,"F","M","N",3.68984808165028
635,"F","M","N",3.62600214059135
636,"E","F","N",3.54892649909399
637,"F","M","N",3.69928332523728
638,"D","M","N",3.27735716282019
639,"D","F","N",3.45231987092531
640,"F","M","N",3.64360572996526
641,"F","M","N",3.73217857786912
642,"F","F","N",3.80476060872494
643,"D","F","N",3.30876122446379
644,"F","F","N",3.64801367637825
645,"F","F","N",3.77593241148197
646,"F","F","N",3.80981255900788
647,"F","M","N",3.66573305906895
648,"F","M","N",3.6782272786206
649,"F","F","N",3.65332111642671
650,"F","F","N",3.73163611639141
651,"E","F","Y",3.6904632155148
652,"F","M","N",3.69826816890766
653,"F","M","N",3.73253832424762
654,"E","F","Y",3.61896887241678
655,"C","M","N",3.46381649462177
656,"C","F","Y",4
657,"F","M","N",3.79911585384297
658,"F","M","N",3.66808963453432
659,"F","M","N",3.62705026189269
660,"C","F","Y",3.87484632653913
661,"F","F","N",3.68065754508342
662,"B","F","N",3.36598708606953
663,"F","F","N",3.65923383839114
664,"F","M","N",3.73648227913042
665,"F","F","Y",3.87612813292737
666,"F","F","N",3.64076428517363
667,"F","M","N",3.71435021126139
668,"F","F","N",3.70305750602663
669,"F","M","N",3.68845280797787
670,"D","F","Y",3.70798840446596
671,"F","F","N",3.63736397411583
672,"F","F","N",3.71124708617006
673,"C","M","N",3.43905903562043
674,"C","F","N",3.25674417060504
675,"D","F","N",3.42027676065908
676,"E","F","N",3.7977385993535
677,"F","F","N",3.72305633839288
678,"F","M","N",3.83000800529611
679,"F","F","N",3.7178116060071
680,"E","F","N",3.60360267188738
681,"C","F","Y",3.72185922836512
682,"F","M","N",3.6788886950403
683,"C","M","Y",3.90790563033213
684,"F","M","N",3.60388270187827
685,"F","F","N",3.71544300929306
686,"D","F","N",3.39456919652635
687,"B","M","Y",3.28414104394197
688,"D","F","N",3.13957194718612
689,"F","M","N",3.77004824295546
690,"F","M","N",3.67045364448364
691,"F","M","N",3.75058693071873
692,"F","M","N",3.84428731229496
693,"C","F","Y",3.52007620932627
694,"E","F","N",3.48478912937849
695,"E","F","N",3.61123461095238
696,"C","F","N",3.40372266432417
697,"F","M","N",3.64631449996566
698,"F","M","N",3.77340241783386
699,"F","F","N",3.62566946805409
700,"D","F","N",3.22804388058185
701,"F","F","N",3.59199163234036
702,"E","F","Y",3.7622391995372
703,"E","F","N",3.49474130915448
704,"E","F","N",3.50174121538704
705,"D","M","N",3.54507645053169
706,"B","M","Y",3.50263835716615
707,"F","F","N",3.72193836669238
708,"F","F","N",3.83313341198494
709,"E","F","N",3.41608964858069
710,"B","M","Y",3.48074719577702
711,"F","F","N",3.71434034498964
712,"F","M","N",3.7571609240198
713,"C","F","N",3.60583427853984
714,"E","F","Y",3.76032853771388
715,"F","M","N",3.63089454059894
716,"F","M","N",3.59774688105118
717,"A","F","Y",3.40367052726107
718,"F","M","N",3.70893905144443
719,"F","M","N",3.68988880637348
720,"D","M","N",3.25961779005365
721,"D","M","Y",3.93229376830011
722,"A","M","Y",3.62407596025968
723,"F","M","Y",4
724,"E","F","N",3.31116888164781
725,"A","F","Y",3.62242469853017
726,"F","F","N",3.64143106282925
727,"A","M","Y",3.46753780461637
728,"B","M","N",3.42041527016087
729,"F","M","N",3.70624557121733
730,"F","M","N",3.6983299360555
731,"F","F","N",3.62746310480237
732,"B","M","N",3.46600313480784
733,"F","F","N",3.76237378816953
734,"F","M","N",3.7307253334008
735,"E","M","N",3.45133877387028
736,"F","F","N",3.72484115149927
737,"F","F","N",3.61311040071115
738,"F","M","N",3.67686096367138
739,"A","M","N",3.47670487022035
740,"E","F","N",3.54915716913675
741,"D","M","N",3.36694229877612
742,"E","F","N",3.31030284412778
743,"F","M","N",3.83986284782873
744,"F","F","N",3.71734444239228
745,"D","M","Y",3.68184092134296
746,"F","M","N",3.79137665838497
747,"D","F","N",3.51854026033589
748,"C","F","N",3.24791125069518
749,"F","F","N",3.80750155338925
750,"F","M","N",3.64223227385407
751,"A","M","Y",3.66237463571077
752,"F","F","N",3.6176529217485
753,"D","M","Y",3.96178979613199
754,"F","F","N",3.62524943211555
755,"F","F","N",3.76140358034837
756,"F","M","N",3.67119216316529
757,"D","M","N",2.93352340134957
758,"F","M","N",3.78187127105287
759,"C","F","N",3.31982199946039
760,"F","M","N",3.70898489109708
761,"D","M","N",3.2028990162468
762,"E","M","N",3.41773978128586
763,"F","F","N",3.73813865310435
764,"F","F","N",3.65283252114585
765,"F","F","N",3.72065158130972
766,"C","F","Y",3.66230164288221
767,"F","M","N",3.74221218238927
768,"F","M","N",3.59879031174107
769,"C","M","N",3.27335717185371
770,"F","M","N",3.70904447796436
771,"C","M","N",3.316741324756
772,"B","M","Y",3.3999861242874
773,"B","M","Y",3.72401943568915
774,"D","M","Y",3.63382697375584
775,"F","M","N",3.74878671502492
776,"F","M","N",3.79594583508403
777,"F","M","N",3.58614231219072
778,"F","F","N",3.79444529210951
779,"F","M","N",3.67285703184942
780,"C","F","Y",3.83939960942163
781,"F","F","N",3.715677704855
782,"F","M","N",3.76123399365156
783,"B","M","Y",3.35539845614783
784,"F","M","N",3.59362566434229
785,"B","M","N",3.20498551081516
786,"C","M","Y",3.47563454165746
787,"F","M","Y",3.90134423362259
788,"A","M","Y",3.93936670926951
789,"D","M","Y",3.51851350717498
790,"B","M","Y",3.50191804552419
791,"F","M","N",3.70977825907277
792,"F","M","N",3.74461974398366
793,"F","M","N",3.72967321194067
794,"A","M","N",3.28110797906587
795,"F","M","N",3.62352884006
796,"C","M","N",3.36120379315478
797,"E","M","Y",3.74115904818367
798,"F","F","N",3.78373854946995
799,"F","F","N",3.66342575335171
800,"F","M","N",3.68744078670896
801,"F","F","N",3.85845524565863
802,"F","M","N",3.72792723301925
803,"F","M","N",3.6911180732689
804,"C","F","N",3.37212359928613
805,"C","F","Y",3.99883879731364
806,"F","F","N",3.67121056224985
807,"E","M","N",3.52239673314479
808,"E","F","N",3.50652082784569
809,"F","M","N",3.7120285167814
810,"F","M","N",3.6511743769914
811,"E","M","N",3.55174241866231
812,"B","M","Y",3.37428236300446
