"app_ID","dept","sex","un_gpa","admit"
120,"F","F",3.70883902641981,"N"
121,"F","F",3.88165175463379,"Y"
122,"F","F",3.75304303842217,"N"
123,"F","M",3.69607360464124,"N"
124,"F","F",3.65007266571319,"N"
125,"F","M",3.71604870610191,"N"
126,"F","F",3.66723896006374,"N"
127,"B","M",2.97596799472097,"Y"
128,"C","F",3.31810162231475,"N"
129,"F","M",3.64899555938828,"N"
130,"F","M",3.63594670067514,"N"
131,"F","M",3.74542115461163,"N"
132,"F","F",3.74424114983501,"N"
133,"A","M",3.11742117957058,"N"
134,"F","F",3.74709016748843,"N"
135,"F","M",3.7226428707906,"N"
136,"F","M",3.66402979644672,"N"
137,"D","F",3.43145293312695,"N"
138,"E","F",3.45783118771823,"N"
139,"E","F",3.53789061870651,"N"
140,"C","M",3.25728363677432,"Y"
141,"F","M",3.7011827548672,"N"
142,"F","M",3.78682024773953,"N"
143,"F","M",3.66483192544947,"N"
144,"F","M",3.69366175064179,"N"
145,"F","M",3.89153018591864,"Y"
146,"F","F",3.64171911629071,"N"
147,"F","F",3.73614644248345,"N"
148,"C","F",3.53743989126339,"Y"
149,"E","F",3.65557491254426,"N"
150,"A","M",3.47830011834861,"Y"
151,"F","M",3.76784981985347,"N"
152,"D","M",3.61098555253708,"Y"
153,"C","F",3.31900401902743,"Y"
154,"F","F",3.68510041164922,"N"
155,"D","F",3.41761928191985,"N"
156,"D","F",3.30833192425958,"N"
157,"E","M",3.60826209236347,"N"
158,"E","F",3.58346601819491,"N"
159,"C","F",3.31874636785692,"N"
160,"E","F",3.54840961260161,"N"
161,"F","M",3.72622589151876,"N"
162,"F","F",3.77980371859257,"N"
163,"F","F",3.69308797348949,"N"
164,"F","M",3.7203080697053,"N"
165,"F","M",3.66201475459307,"N"
166,"F","M",3.71083382038977,"N"
167,"F","M",3.69834355132649,"N"
168,"F","M",3.77763513718773,"N"
169,"A","M",2.98173581893302,"Y"
170,"F","M",3.73241578378397,"N"
171,"F","F",3.82867359137858,"N"
172,"D","M",3.15884097486913,"N"
173,"F","M",3.65781884051129,"N"
174,"F","F",3.64694776798304,"N"
175,"F","F",3.68154258383924,"N"
176,"E","F",3.60955712557224,"Y"
177,"F","F",3.77870606032975,"N"
178,"C","F",3.34782954558056,"N"
179,"A","M",3.15507757517871,"N"
180,"F","M",3.81708170653502,"N"
181,"A","M",3.04353593175344,"N"
182,"E","M",3.60988502121153,"N"
183,"F","M",3.77961622003553,"N"
184,"C","F",3.46246473475507,"N"
185,"F","M",3.65966000351036,"N"
186,"F","F",3.65505684967165,"N"
187,"F","M",3.71046411150983,"N"
188,"F","F",3.76300299561199,"N"
189,"F","M",3.77661222528289,"N"
190,"F","M",3.69576315385837,"N"
191,"F","F",3.6793074145479,"N"
192,"F","F",3.63156218211664,"N"
193,"A","M",2.67277061496097,"N"
194,"F","M",3.70960695112919,"N"
195,"F","F",3.75358747009464,"N"
196,"B","M",3.28635893968069,"N"
197,"F","F",3.72979922923893,"N"
198,"D","M",3.36728963307078,"N"
199,"C","F",3.39867584927258,"N"
200,"F","F",3.65681073324955,"N"
201,"F","F",3.78394009950805,"N"
202,"F","M",3.66346016182196,"N"
203,"F","M",3.68361406273349,"N"
204,"D","F",3.42189455978492,"N"
205,"F","M",3.75909045060507,"N"
206,"F","M",3.71074734757136,"N"
207,"B","M",2.96300849620026,"N"
208,"F","M",3.69038528539695,"N"
209,"F","F",3.79477551258299,"N"
210,"C","M",3.22870110380325,"N"
211,"F","M",3.76464202000119,"N"
212,"F","F",3.83754034966714,"N"
213,"A","M",3.34115119740121,"Y"
214,"F","F",3.79235060624736,"N"
215,"F","M",3.67236452944082,"N"
216,"E","F",3.69255330931147,"Y"
217,"F","F",3.76701320656945,"Y"
218,"E","F",3.47310989219084,"N"
219,"E","F",3.59390381039466,"Y"
220,"F","M",3.80161153524084,"N"
221,"D","F",3.49284251946831,"N"
222,"D","M",3.2809347202502,"N"
223,"F","M",3.68290946923177,"N"
224,"F","F",3.66726782458958,"N"
225,"C","F",3.19299811768326,"N"
226,"C","M",3.36692261541393,"N"
227,"D","M",3.49210839361332,"Y"
228,"C","F",3.40507390187713,"N"
229,"B","M",3.16795318894206,"Y"
230,"F","F",3.75918676546215,"N"
231,"F","M",3.60278309385663,"N"
232,"F","M",3.7122627496774,"N"
233,"F","F",3.68622474642606,"N"
234,"E","F",3.52277677010715,"N"
235,"C","M",3.46054479956367,"N"
236,"E","F",3.58015490389055,"Y"
237,"F","F",3.66358199342682,"N"
238,"A","M",3.08472882450172,"Y"
239,"F","F",3.78414897651475,"N"
240,"F","F",3.70459594338946,"N"
241,"E","F",3.69276224246652,"Y"
242,"C","F",3.71164370049884,"N"
243,"F","M",3.8221498500652,"N"
244,"C","F",3.09521463248185,"Y"
245,"A","M",2.99591632921076,"N"
246,"E","F",3.54698782924396,"N"
247,"D","F",3.29334388273506,"N"
248,"F","M",3.6064004354059,"N"
249,"F","F",3.80491312961691,"N"
250,"F","F",3.70042531688246,"N"
251,"C","F",3.57003620628369,"Y"
252,"F","M",3.75774485662271,"N"
253,"F","F",3.74714996195688,"N"
254,"C","M",3.06991118982026,"N"
255,"F","M",3.74009946045767,"N"
256,"F","M",3.70607115196713,"N"
257,"F","M",3.63838714179704,"N"
258,"F","F",3.65221065639321,"N"
259,"B","M",3.26311809035634,"Y"
260,"F","M",3.66260922876245,"N"
261,"F","F",3.66455161640518,"N"
262,"F","M",3.74608744449441,"N"
263,"F","M",3.67759537786101,"N"
264,"B","M",3.03030443722055,"Y"
265,"C","M",3.42618986887408,"N"
266,"F","M",3.74222403772109,"N"
267,"D","M",3.33815633730837,"Y"
268,"D","F",3.10486420143155,"Y"
269,"F","F",3.74667138694696,"N"
270,"B","M",3.26543682947667,"Y"
271,"F","F",3.74288243966665,"N"
272,"F","F",3.74705992387236,"N"
273,"E","M",3.50466452270268,"N"
274,"F","M",3.70430418304847,"N"
275,"A","M",2.90352564791697,"N"
276,"F","M",3.90311004421446,"Y"
277,"F","M",3.72064850036016,"N"
278,"F","F",3.73871473681251,"N"
279,"F","F",3.67744027565937,"N"
280,"E","M",3.61721056647212,"N"
281,"F","M",3.66100836546228,"N"
282,"B","M",3.32256169425778,"N"
283,"D","M",3.52049896049908,"Y"
284,"E","M",3.76321524985089,"Y"
285,"F","F",3.69741776507562,"N"
286,"F","F",3.92762017041539,"Y"
287,"F","M",3.70905858029864,"N"
288,"F","M",3.76678285536053,"N"
289,"A","M",3.02001760605422,"Y"
290,"E","F",3.46679809969999,"N"
291,"F","M",3.73034474655102,"N"
292,"D","M",3.55655642781162,"N"
293,"F","M",3.79472649553479,"N"
294,"F","M",3.68272002461902,"N"
295,"F","M",3.6572624844153,"N"
296,"F","F",3.69976870900219,"N"
297,"F","F",3.74330281777151,"N"
298,"A","M",3.3416515930292,"Y"
299,"E","M",3.47761044607016,"N"
300,"C","F",3.40037244640391,"N"
301,"F","M",3.7461886002382,"N"
302,"F","M",3.72696373146092,"N"
303,"C","F",3.22003303193171,"Y"
304,"B","M",3.21996376661645,"N"
305,"F","M",3.68394969487632,"N"
306,"F","M",3.78980442935236,"N"
307,"F","M",3.69931671838271,"N"
308,"F","M",3.82750423487563,"N"
309,"C","F",3.27873265538846,"Y"
310,"C","F",3.49253766794386,"N"
311,"F","F",3.62723249158176,"N"
312,"F","M",3.74816752280225,"N"
313,"F","F",3.70482088582682,"N"
314,"F","F",3.70239840788206,"N"
315,"F","M",3.72231200323082,"N"
316,"F","M",3.72257724027712,"N"
317,"D","F",3.14826910660222,"N"
318,"F","F",3.73817100633438,"Y"
319,"F","F",3.63080125437898,"N"
320,"D","F",3.42767599104911,"N"
321,"C","F",3.5305591700806,"N"
322,"F","F",3.75309312610857,"N"
323,"F","F",3.68311790319227,"N"
324,"D","M",3.26783044116592,"N"
325,"C","M",3.40633262044816,"N"
326,"D","M",3.17545207261224,"N"
327,"C","F",3.28191906253111,"N"
328,"F","M",3.74341034149478,"N"
329,"C","M",3.57042439667703,"N"
330,"F","F",3.75971908768109,"N"
331,"E","F",3.58894048214642,"Y"
332,"E","F",3.71913192939514,"N"
333,"E","F",3.67639649370463,"N"
334,"F","F",3.69165055516308,"N"
335,"A","M",2.95422414317964,"Y"
336,"F","F",3.81399104022378,"Y"
337,"A","M",2.88134919278877,"N"
338,"F","M",3.73860403352607,"N"
339,"E","F",3.57238550320991,"N"
340,"F","M",3.70700048771589,"N"
341,"F","M",3.68024344697226,"N"
342,"F","F",3.76676879849552,"N"
343,"F","F",3.71556611604009,"N"
344,"F","F",3.67955542830845,"N"
345,"A","M",3.24947455530463,"N"
346,"D","F",3.29517442382688,"N"
347,"F","M",3.76486231497145,"N"
348,"D","M",3.29134834498148,"N"
349,"A","M",2.48553173010426,"Y"
350,"F","M",3.77025221463444,"N"
351,"F","F",3.70837913430619,"N"
352,"F","M",3.75741521541683,"N"
353,"F","F",3.68915746354104,"N"
354,"F","F",3.73041263535787,"N"
355,"B","M",3.28728232283341,"Y"
356,"F","M",3.74452977278757,"N"
357,"F","F",3.82851041626235,"N"
358,"F","F",3.72067059942706,"N"
359,"F","F",3.75365695300238,"N"
360,"F","M",3.78551900027066,"N"
361,"C","M",3.44624161274797,"N"
362,"F","M",3.65665075418627,"N"
363,"F","M",3.76208858866155,"N"
364,"F","M",3.72562714745385,"N"
365,"F","M",3.71061214622318,"N"
366,"F","M",3.76406273500353,"N"
367,"F","M",3.79093081935501,"N"
368,"C","F",3.38500781508496,"N"
369,"F","M",3.65123051044147,"N"
370,"F","M",3.7374564900533,"N"
371,"F","F",3.57826831678309,"N"
372,"F","F",3.74630320951019,"N"
373,"F","M",3.73438557518956,"N"
374,"F","M",3.65504883659802,"N"
375,"F","M",3.69211933217671,"N"
376,"F","M",3.7819727173159,"N"
377,"E","F",3.67408507225612,"N"
378,"B","M",3.12388946898814,"Y"
379,"C","F",3.23714516725086,"N"
380,"F","M",3.73123140398126,"N"
381,"E","F",3.64350646318832,"N"
382,"F","M",3.70187223622948,"N"
383,"C","F",3.15474128239526,"N"
384,"F","M",3.748073814147,"N"
385,"D","M",3.53080556519968,"N"
386,"E","F",3.59885323064135,"N"
387,"F","M",3.66706330702685,"N"
388,"F","M",3.73699630112936,"N"
389,"E","F",3.58957460219817,"N"
390,"F","M",3.70149490919517,"N"
391,"F","M",3.78854720668528,"N"
392,"E","F",3.40593823445824,"N"
393,"F","F",3.70895578836143,"N"
394,"F","M",3.72427840095625,"N"
395,"C","F",3.28714740879884,"N"
396,"F","F",3.69400483096816,"N"
397,"B","M",3.07424417017396,"Y"
398,"F","F",3.73010646135632,"N"
399,"F","M",3.75583356706712,"N"
400,"E","M",3.63452642669574,"Y"
401,"F","M",3.69611547274099,"N"
402,"F","M",3.73131223460481,"N"
403,"F","F",3.83156482307296,"N"
404,"F","F",3.64479818575376,"N"
405,"F","F",3.74185046507547,"N"
406,"D","F",3.42015279882396,"Y"
407,"F","F",3.88866833911916,"Y"
408,"D","F",3.43429052788781,"N"
409,"C","F",3.1587965903207,"N"
410,"F","F",3.72077610294157,"N"
411,"F","F",3.69126813633787,"N"
412,"F","M",3.64365424195987,"N"
413,"D","M",3.51817215375246,"Y"
414,"F","M",3.6768231741962,"N"
415,"F","F",3.71905667196873,"N"
416,"F","F",3.73471794213128,"N"
417,"F","M",3.75595676195089,"N"
418,"B","M",3.21749261085127,"Y"
419,"A","M",2.901982114975,"Y"
420,"F","M",3.71342383119217,"N"
421,"E","F",3.57170133986049,"N"
422,"F","M",3.64338466272887,"N"
423,"F","M",3.79796926789059,"N"
424,"C","F",3.02301404755219,"N"
425,"F","M",3.69140360350766,"N"
426,"F","F",3.67387162010473,"N"
427,"F","M",3.70751621999095,"N"
428,"A","M",3.10237846612368,"N"
429,"D","F",3.26823289211618,"N"
430,"F","F",3.62555433064207,"N"
431,"F","M",3.74807323962811,"N"
432,"F","F",3.74042065144645,"N"
433,"F","M",3.69292731660184,"N"
434,"F","M",3.76808404483872,"N"
435,"C","F",3.55422782693939,"N"
436,"A","M",3.10166105283738,"Y"
437,"F","F",3.75097956845507,"N"
438,"F","F",3.74274382245516,"N"
439,"D","F",3.38798948500012,"Y"
440,"B","M",3.08414941429393,"Y"
441,"E","F",3.7766371311602,"N"
442,"F","F",3.79996763808824,"N"
443,"F","M",3.84195313522864,"Y"
444,"F","M",3.69748600161961,"N"
445,"E","F",3.55692874457644,"N"
446,"D","M",3.3632247929085,"N"
447,"D","M",3.39335052348375,"Y"
448,"F","M",3.8250375255741,"N"
449,"F","F",3.69763687195465,"N"
450,"F","F",3.71563661778096,"N"
451,"E","M",3.44603097525608,"N"
452,"E","F",3.43102092247884,"N"
453,"F","F",3.79666584334489,"N"
454,"A","M",2.80079572851697,"Y"
455,"F","F",3.76141532492165,"N"
456,"D","M",3.36147025025631,"N"
457,"F","F",3.68076121922882,"N"
458,"D","M",3.0899718665724,"N"
459,"F","M",3.70756196473083,"N"
460,"F","F",3.70410734179379,"N"
461,"C","F",3.33242403646697,"N"
462,"B","M",3.23186527269035,"Y"
463,"A","F",2.774822921328,"Y"
464,"F","M",3.71187015600511,"N"
465,"F","F",3.70067442823684,"N"
466,"F","M",3.78232697118377,"N"
467,"F","M",3.72471113536319,"N"
468,"F","F",3.73560880669051,"N"
469,"E","M",3.46091569036406,"N"
470,"F","F",3.70834624037955,"N"
471,"E","F",3.4549030562649,"N"
472,"F","M",3.60569389802934,"N"
473,"F","M",3.6994331417422,"N"
474,"F","F",3.859783695964,"Y"
475,"E","F",3.48149250285179,"N"
476,"C","M",3.47229222124616,"Y"
477,"D","M",3.43229765502415,"Y"
478,"F","F",3.68481033608679,"N"
479,"D","M",3.4199271455521,"Y"
480,"F","F",3.68779177336646,"N"
481,"F","M",3.7597211705352,"N"
482,"D","F",3.55116089184969,"N"
483,"F","M",3.82407663839629,"N"
484,"F","F",3.63979843695988,"N"
485,"D","M",3.32992493754271,"N"
486,"F","M",3.78339614415609,"N"
487,"D","M",3.39340146760623,"N"
488,"F","F",3.73684173220846,"N"
489,"F","M",3.7486360581506,"N"
490,"E","F",3.68985577250151,"Y"
491,"F","M",3.7957732902776,"Y"
492,"F","F",3.72222939634465,"N"
493,"E","M",3.6638613781997,"Y"
494,"E","M",3.38662562510587,"N"
495,"C","F",3.3526016341542,"N"
496,"F","M",3.73580693605073,"N"
497,"F","M",3.67564301959583,"N"
498,"A","M",3.07599204915477,"Y"
499,"F","F",3.69877795497533,"N"
500,"B","M",3.16857309964075,"Y"
501,"F","F",3.76303575590199,"N"
502,"C","F",3.33222834354109,"N"
503,"F","F",3.77722937040403,"N"
504,"E","F",3.51305082650744,"N"
505,"E","F",3.46890988048867,"N"
506,"D","F",3.34796551249509,"N"
507,"F","M",3.7369514533246,"N"
508,"D","M",3.50722526775123,"N"
509,"E","F",3.52091709713887,"N"
510,"F","M",3.80041521587249,"N"
511,"C","M",3.40264490332739,"N"
512,"A","M",3.23669494228353,"N"
513,"F","M",3.77936924995401,"N"
514,"F","M",3.78308282752609,"N"
515,"B","M",3.22837137287965,"N"
516,"F","M",3.81221376897413,"N"
517,"E","F",3.58051957651602,"Y"
518,"D","F",3.57628043079677,"N"
519,"A","M",3.30167862965319,"N"
520,"F","M",3.72390224698985,"N"
521,"E","M",3.65823646618988,"N"
522,"D","F",3.53275481400697,"Y"
523,"C","M",3.15893883137886,"N"
524,"F","F",3.74565763536615,"N"
525,"B","M",3.30757974581675,"Y"
526,"F","M",3.69910416095776,"N"
527,"C","F",3.40717276107617,"Y"
528,"F","M",3.75599566753463,"N"
529,"C","F",3.33107039844222,"Y"
530,"F","M",3.78269666458137,"N"
531,"D","M",3.10985116519307,"N"
532,"D","F",3.50774751191131,"N"
533,"B","M",3.36987237579036,"Y"
534,"F","F",3.82636263727727,"N"
535,"F","F",3.72927757260558,"N"
536,"E","F",3.48570635202503,"Y"
537,"F","F",3.64748018029074,"N"
538,"F","M",3.69013822417537,"N"
539,"F","M",3.63656764807298,"N"
540,"E","M",3.61751758781369,"N"
541,"F","M",3.75353216144914,"N"
542,"D","F",3.54742010972653,"Y"
543,"C","M",3.28408735730209,"N"
544,"F","M",3.84435553040074,"Y"
545,"B","M",3.22609228456704,"Y"
546,"F","F",3.67760330255862,"N"
547,"F","M",3.76196388873067,"N"
548,"E","F",3.59938030186654,"N"
549,"D","M",3.34285857112202,"Y"
550,"F","M",3.70973905944249,"N"
551,"F","F",3.78846754473321,"N"
552,"F","M",3.71310487459567,"N"
553,"F","M",3.86509835209014,"Y"
554,"C","F",3.20788851204477,"N"
555,"E","F",3.33467538818756,"N"
556,"E","M",3.72789539054693,"Y"
557,"F","F",3.71136289734498,"N"
558,"A","M",3.21697272092472,"Y"
559,"F","F",3.72079998566616,"N"
560,"A","M",3.26241928820447,"Y"
561,"F","M",3.68282326941176,"N"
562,"F","M",3.70460154880777,"N"
563,"C","F",3.45367950955247,"N"
564,"F","M",3.66110819191885,"N"
565,"C","F",3.47022011821233,"N"
566,"F","M",3.79867764619454,"Y"
567,"D","F",3.32841616284786,"N"
568,"C","F",3.5194292036868,"N"
569,"F","F",3.71529866311763,"N"
570,"F","F",3.6916339866455,"N"
571,"C","F",3.48198869714254,"Y"
572,"F","M",3.66842546404886,"N"
573,"C","F",3.60315488059567,"Y"
574,"D","F",3.52060954127152,"Y"
575,"F","F",3.77031375521652,"N"
576,"C","F",3.43518518170934,"Y"
577,"A","M",3.11001545374936,"Y"
578,"F","M",3.81621338820705,"N"
579,"B","M",3.02176039607444,"Y"
580,"B","M",3.08964440237687,"N"
581,"E","F",3.54063152703901,"N"
582,"F","M",3.70789949612998,"N"
583,"C","M",3.52414067436017,"Y"
584,"F","F",3.72406392833384,"N"
585,"E","F",3.54521467006583,"N"
586,"F","M",3.7982708823392,"N"
587,"F","F",3.65820333017153,"N"
588,"A","M",3.3069064566627,"Y"
589,"A","M",3.26976766663533,"Y"
590,"E","M",3.31593945811832,"N"
591,"F","M",3.71947483416078,"N"
592,"F","M",3.66352664662781,"N"
593,"F","M",3.71888680228254,"N"
594,"D","F",3.58364091899319,"N"
595,"F","F",3.72974196293623,"N"
596,"A","F",3.13979286433123,"Y"
597,"B","M",3.06823635495761,"N"
598,"A","M",2.92326793827235,"N"
599,"C","F",3.36450175318475,"Y"
600,"D","M",3.51827181262572,"N"
601,"F","M",3.70233847501677,"N"
602,"A","M",3.03353460655167,"Y"
603,"F","M",3.68068876631575,"N"
604,"A","M",2.90572609764801,"N"
605,"E","F",3.6244385785751,"Y"
606,"C","F",3.44543938040725,"Y"
607,"D","M",3.44563928195474,"N"
608,"C","M",3.6055946606032,"N"
609,"F","F",3.74840258456078,"N"
610,"F","F",3.74772085164334,"N"
611,"E","F",3.55008123631139,"N"
612,"E","F",3.63246523030825,"N"
613,"E","F",3.78880717033662,"N"
614,"D","M",3.35279316381435,"Y"
615,"F","M",3.75349046418096,"N"
616,"F","M",3.77670183999338,"N"
617,"F","M",3.68512734539371,"N"
618,"B","F",3.16579205603169,"N"
619,"F","M",3.74956657157833,"N"
620,"A","M",3.2336073324494,"N"
621,"C","F",3.30365273010109,"N"
622,"F","M",3.76377111217023,"N"
623,"A","M",3.19949113036198,"Y"
624,"F","F",3.76369681431259,"N"
625,"F","F",3.77217772834544,"N"
626,"B","M",3.13434000285284,"Y"
627,"F","M",3.77989210592588,"N"
628,"F","F",3.74892439210856,"N"
629,"F","F",3.87476874049183,"Y"
630,"D","M",3.02554542727721,"N"
631,"E","M",3.63350107198269,"N"
632,"A","M",3.2190148714998,"Y"
633,"F","M",3.77457346654179,"N"
634,"F","M",3.74032414752962,"N"
635,"F","M",3.65876537241861,"N"
636,"E","F",3.55137877324923,"N"
637,"F","M",3.6843092758345,"N"
638,"D","M",3.3051927721169,"N"
639,"D","F",3.30135014432759,"N"
640,"F","M",3.78722256567458,"N"
641,"F","M",3.76580307516806,"N"
642,"F","F",3.71045459732915,"N"
643,"D","F",3.31056601422588,"N"
644,"F","F",3.74248971903728,"N"
645,"F","F",3.73326512220265,"N"
646,"F","F",3.71911629670467,"N"
647,"F","M",3.7262174827789,"N"
648,"F","M",3.72294919599005,"N"
649,"F","F",3.65812477762761,"N"
650,"F","F",3.71410793544903,"N"
651,"E","F",3.62798571765516,"Y"
652,"F","M",3.70208655898686,"N"
653,"F","M",3.71529672345612,"N"
654,"E","F",3.4679120631036,"Y"
655,"C","M",3.36904931534224,"N"
656,"C","F",3.54837836740462,"Y"
657,"F","M",3.72165259650926,"N"
658,"F","M",3.70809470291727,"N"
659,"F","M",3.70625877959229,"N"
660,"C","F",3.39666709056083,"Y"
661,"F","F",3.7356826871441,"N"
662,"B","F",3.22106894137818,"N"
663,"F","F",3.81946582086821,"N"
664,"F","M",3.7514466382516,"N"
665,"F","F",3.85731498424564,"Y"
666,"F","F",3.69339311130291,"N"
667,"F","M",3.659137557687,"N"
668,"F","F",3.62387081174583,"N"
669,"F","M",3.68043231762149,"N"
670,"D","F",3.44579643209726,"Y"
671,"F","F",3.77645599616803,"N"
672,"F","F",3.71243311134297,"N"
673,"C","M",3.46271653613901,"N"
674,"C","F",3.37992588710335,"N"
675,"D","F",3.37982187608474,"N"
676,"E","F",3.33722634200118,"N"
677,"F","F",3.71945414871779,"N"
678,"F","M",3.72239678248265,"N"
679,"F","F",3.68544797768228,"N"
680,"E","F",3.78644910149903,"N"
681,"C","F",3.48681440054199,"Y"
682,"F","M",3.72537898828865,"N"
683,"C","M",3.4668914334472,"Y"
684,"F","M",3.71124595204329,"N"
685,"F","F",3.8024405724074,"N"
686,"D","F",3.49886336180394,"N"
687,"B","M",3.20573421887967,"Y"
688,"D","F",3.36150798243719,"N"
689,"F","M",3.82141415436982,"N"
690,"F","M",3.79770066363582,"N"
691,"F","M",3.7006661894302,"N"
692,"F","M",3.67592644215373,"N"
693,"C","F",3.6065571879249,"Y"
694,"E","F",3.34603402128313,"N"
695,"E","F",3.48363952853276,"N"
696,"C","F",3.13851048521599,"N"
697,"F","M",3.65257576846705,"N"
698,"F","M",3.71464816826452,"N"
699,"F","F",3.71895761000652,"N"
700,"D","F",3.51628360553374,"N"
701,"F","F",3.77364055716474,"N"
702,"E","F",3.85372517085242,"Y"
703,"E","F",3.65162254084404,"N"
704,"E","F",3.65350069242484,"N"
705,"D","M",3.46003792679253,"N"
706,"B","M",3.02327216476665,"Y"
707,"F","F",3.71195308855178,"N"
708,"F","F",3.73736697911213,"N"
709,"E","F",3.45045604616504,"N"
710,"B","M",3.20477560901663,"Y"
711,"F","F",3.74067622494109,"N"
712,"F","M",3.63662295227857,"N"
713,"C","F",3.30997794864941,"N"
714,"E","F",3.69396981487409,"Y"
715,"F","M",3.67578179599216,"N"
716,"F","M",3.69629818711833,"N"
717,"A","F",3.16821755810342,"Y"
718,"F","M",3.65371625135022,"N"
719,"F","M",3.79052052731661,"N"
720,"D","M",3.43445996546165,"N"
721,"D","M",3.54145697481805,"Y"
722,"A","M",3.00144524221611,"Y"
723,"F","M",3.82715601599161,"Y"
724,"E","F",3.50118199667901,"N"
725,"A","F",3.32132891104751,"Y"
726,"F","F",3.71943482472305,"N"
727,"A","M",3.27024677900049,"Y"
